wallet_address,trade_volume_usd,trade_count,sol_balance,avg_trade_size_usd,unique_tokens_traded,distinct_transactions
EQicmsUnma98E1ubkPQavcyGxV4wt1eCzkm2hjtKahkp,26446.17,34,,777.83,3,34
FzrwEEBmo42A9JLfPcAPhFzCrr1SyXP2EafnXTj4ygEQ,7690.72,13,,591.59,2,13
63A99xoxxUVBm8VUguBcJZbYWDLi9AjYvYtB16xWqCzw,31230.07,24,,1301.25,2,24
HyJgM6vjZYNn1Dqnp5VshXU8SPBspK9X8cypHAjfm5i8,12296.35,12,,1024.7,2,12
8TPWakvWw4xQbk7uAYdNjZiDKKHgv9GE5GebzsbtUaHr,4612.16,9,,512.46,2,9
H3iAMzJQnstJaWD7XALtbJ6EHdZhFd4bwv9TJySmdkFs,9794.63,8,,1224.33,2,8
Cg4sGrSGiLzaPjiQ47novV1Un89vfQqYD16xstMESsnM,24815.72,26,,954.45,2,26
Erhmjr7RpcLktz1stgz19HPazayty1qDmjSaijPzJPpN,5726.64,11,,520.6,2,11
FKYEpYdRph2d7s8Sa9WxqUt8en929WQdTDQ3F95WVVT,14936.08,13,,1148.93,2,13
Fxt4AkFFMugkQAZWryuuyFheeQ8H2W6imgsSvjRb4Lsp,21583.35,21,,1027.78,2,21
3HrupTDS9PR4WBDp9WNMzmYyoSfGUhQqU9UEfSNAjWfd,8368.15,13,,643.7,2,13
BmNiy5iCPpNC374hi48QchgdRP29Zo94CJrpXeSJqYh6,14748.23,12,,1229.02,3,12
86nJs5EmaDzX4WWpjs9NfmjVVfUFA79fpzV6JBQtMjdy,28167.3,23,,1224.67,2,23
BtMFPtAg34BN4oBfqTo3TysKQDjqdoG3ZQSBcoLisPqS,14097.66,17,,829.27,3,17
EATHb5UCWT6HEWLDqyL4csWWFCgf1VRMZgSid48aJ2LX,4378.07,6,,729.68,2,6
EATCzwUQ2umdasGpxS92xXkMDqw9t2x24SxFKx1C9NZf,4378.0,6,,729.67,2,6
FtFndwWFp3rdeVwziFZtKWuP41EbFCTQgUZpfxZ4BAn,10732.22,12,,894.35,2,12
5LHeuffAzuCnUGtKrujYzz3SiX6SBCzSvhjLemWExniV,21073.82,31,,679.8,6,31
EATZp5MNmNgMHPZqcx1oUyuJq99gHSjDa9EBLMsfwmkG,6769.62,8,,846.2,2,8
5Zom1bm4tnFuc5V4eV2FpDevpMmdTzajShvHiuPGHD1Y,11342.23,10,,1134.22,2,10
D3CDm8MKFN9gbXQNzGJpsRbmBA85BQw15SbnibJg7b6u,4094.33,5,,818.87,2,5
3iztNqSW5uPj9JVE39cTqnKDeMFM5Tz8iXANdMyQ3nke,8455.29,9,,939.48,2,9
4aBxGoqaoJfF9SjyPHgG6PEJWE6EAprtfkr9qn9cXdPG,10021.51,10,,1002.15,2,10
F3vuhF8XQRaXNPyxxGhGPw61FKL26wdLqQ8o976DjqWp,34683.12,38,,912.71,4,38
6JEz6nTAqMx2y9MbRqCDrNZTNbZrQWRJK7VzPE1EQj44,8845.65,14,,631.83,3,14
BoNkgKwztjrSEedqyxCU3SRsSBgajfPtet9c26zC6NW6,8987.2,12,,748.93,3,12
CD9usJ2VuTjtGkGAsGKLSUEPT9jZ12bYUcZxYdUuUgpt,31254.48,50,,625.09,3,50
6c8WrP4vLs6MFGDjoS3LnepgDWXksue693Sti4NbdLcF,18890.88,26,,726.57,2,26
9S2VqBf7haR2ps3APpErDEyDt689ggq4mRXVLq5ABfxZ,5812.12,10,,581.21,2,10
EtaEri9SPJcy3JmUAyRVNeaqP4CLECKPW8FfPi5TXm4b,36800.46,39,,943.6,6,39
HeqqjqbDH8vjU5BUXJHmsq7fY7QwN4AG4BJ2b1qR3Y9Z,16015.57,22,,727.98,2,22
99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,14358.5,16,,897.41,3,16
99aWEJ1iXpcEg8CxEobZQiwBRBSpCd8m1Pwu3RqS6VNn,6597.76,12,,549.81,2,12
9FRb94ZWTcuD4HKYBWwose48mjC57iT3a3MP4iBiP2V8,33219.68,18,,1845.54,3,18
5Fe7ThrUrm6zv4EWZKkxDwVt9rCxZ28Ct9Ww864hHDFX,12076.72,9,,1341.86,2,9
DuJV7DDUTkySY9AiM1mg9Ap84fnoSDzoqDmuAR2kfGVQ,32954.57,34,,969.25,5,34
EihJpzC8ijo9QXTFfcyGW7C9oGMeMzbJDsCKCS6q6Ucw,18884.48,16,,1180.28,3,16
3PC5geEFHgPC8vxNcSQK6ubnyPdcuQC5Wiu3KbG4PNay,13613.45,18,,756.3,3,18
69qaveug9QzXysbPRV3SpLuvDkRdJTGGbK9TmAo3yYb3,6863.09,13,,527.93,2,13
F7ceTZ1H3rFoZ2JzXPphZNmeQXWFZBqMdAvbreztSdog,10603.19,8,,1325.4,2,8
A4f7VXAMoisjwRMCmtkRxanfw3kgUijRmND6NMEjZtJx,3953.53,4,,988.38,2,4
46kfyfsnrTtWF5Yk1V3vSN9LtdLXzYiCZsTExYhqVwfb,2697.51,5,,539.5,2,5
BupMchJAFDJH5hgKJHuqjL7D3Wo6WyPgETadwDLqZimL,15877.06,26,,610.66,3,26
GBgCrJg9wcdHDJvDvGPGv2SsXifMsMA8U9RnzMoHe1sP,10307.16,12,,858.93,2,12
FkCcgvCoR6p6BRucCnU1t1DXP97Y3rJeMYBiU1o31nuv,14912.71,19,,784.88,3,19
A8tcWPiN1EebhqsfxZpMNzWu4CLeAKwxtKwZUjJH2NPa,13559.91,24,,565.0,2,24
6AvoVu1hXKj74MRxFusJ5gFj7FMes3NAcrF19inaK9mw,11969.57,6,,1994.93,2,6
7Tx3uTZQXbywoVkfmuixtXD3HUs3pLnXWswyEN7WcbGD,41244.84,52,,793.17,6,52
p8EHRZEsfPMrDL2ENdy72uHuRuLRLxGYCV7NyogKngx,31139.1,30,,1037.97,3,30
9YFeuz8q9WMSJpeNhNHj6LSbZnQ6BvDt5u9CV2ALhPWv,48899.61,29,,1686.19,2,29
DUyNZMaYEGbBRj9LsfHKGRdBT8tVa2Kw7U3xPLf5PLby,32012.26,15,,2134.15,2,15
Bjehj5Xyg1nonHEun8Ngqj6qGcHqLU8M9PyaGNm92LXS,16726.42,26,,643.32,4,26
6Li5vNTx6dq88ts6DfTHKXCrGejaFj5JotQFFU2Ag1SC,31015.35,56,,553.85,4,56
EXWfKaTxMFbF6GLU82rkMXUaZpthmfYeViFveQS69Vkz,16008.34,12,,1334.03,2,12
F2VZVsDyJXwvsZMdYKZSSVnFTJbTRAhej5Essfepm7X7,10576.0,10,,1057.6,2,10
TimeAdRpWxqKXR5YPEwGBF48KC5V5TxB2g6mnyCp4VR,19837.17,28,,708.47,2,28
Cit4K4gqunHeVZNBZMZAp3SxRC71ubNE4FxbxBKzmi4u,26580.25,21,,1265.73,2,21
DcVCufNML1VR7NSGdLFeFMXjkZ6yW8yZcepUisPCWCcc,7711.08,14,,550.79,3,14
H9yJpD54HXhVJHCCL4ce1xwmDbFPkfEf9hHq7yJ8sB5X,4030.06,6,,671.68,3,6
58wL4z7ezxvEpa8AzuTs8CEtRNtRGniNLZHL92sPn3vC,1872.74,3,,624.25,2,3
6erjhgj1KpYXnntdGb8okik3H89mgQd9DSmfUdaBnHLX,4724.44,7,,674.92,2,7
FpGaFzRRg5mxFvYeAvTdteSmj4rnDGXTWpGYgj4mnYN6,7436.4,8,,929.55,3,8
EATW6pMi4W2eNJ75haf4v4KBeBnvxtfABaozYTz4sN5H,5821.49,8,,727.69,2,8
6E8SYDNu58zrhe7EkxFQW4Xke8M7SH5ZDLq1xo9ZsivG,5022.2,8,,627.78,2,8
2UBJnnJq36H5LGHeJecQj86BxwPJKMp17mZAoP5VVQo6,5976.2,10,,597.62,2,10
6ourrXVf2JAZ3B1YY8Wi2G5Ea4aSiFozQ9N5VL7aPqwv,11583.88,19,,609.68,3,19
8Tvkk694Yxz6LEP3Lza12K7DDLR5iUmJQWG7PSGHi21F,6699.72,10,,669.97,2,10
6UDyYZbt7WGiecGUTZcPxFARtGG6vKxxPgtSGpwuqkvA,15339.26,13,,1179.94,2,13
H1vo2F6r9FgQubGQRF5UgCJqNtS5nhDEKC1Yo8A7T2JP,24152.47,32,,754.76,2,32
Zeacx4qJRdebSqEcvmebguWbGJX1HVRKVRGiayiJd5y,5861.76,5,,1172.35,2,5
CQMK22Fb3HZcwCkM6NrTARTLt4ouwVfee8f1h6LV7wrB,6498.61,8,,812.33,2,8
6DHtam1HevJkxNDhUgiFpdcECbLNWxb9ERcnskEUZzRd,11778.64,19,,619.93,2,19
GwHK9gD3FVgFazRayXZKhdcaLmYxmBjV9HZeFBN4621s,16048.92,24,,668.71,3,24
3dY8yJRVdk3D9eP5hPebfCn4d4sRGbn2Sqn1AY1NfeSW,4432.89,8,,554.11,2,8
8cjHHhxQDJL9ATmGfNyfKy2ZG2g5mUwDZQp6rWLs3bxF,4497.68,8,,562.21,2,8
FLffdHtPy3BCjz2jMQNijSfUaVmL8xHHwNdnQHV8nVRa,11030.79,13,,848.52,3,13
9aCRGEeLaEbhaNMk1DtJeM41SnJogURtkYjywycZBn1,10548.41,18,,586.02,2,18
4RyoEkX1mYN44t8JSKg5bUsgzmLFJfg3jpr2yrEaTTrm,8185.68,12,,682.14,2,12
AECTMxLqHaSL8QznVZSWp3ozuKjzKfRPTy65ZP2jdvvr,30645.86,50,,612.92,4,50
FxSuDZSxfouRxKH8LqGUHaecvQTrUNUvh9hk3HRAXiGa,16615.7,22,,755.26,2,22
U3fGSiKVNdLmJJFt7SaLoQMzQA5Z2ih6vWmy3VCfeSM,3488.95,5,,697.79,2,5
72tKH5uegMToWy2ouPbhntCXUN9d6kkahi5wUHvoy1Y5,18035.85,12,,1502.99,2,12
FHYKJ1X8nX4MFCRwoj95UjhCgWmgN7Tea6DBywQcqcbF,7048.66,6,,1174.78,2,6
4ConwBBA1YZ7ykdZxiLat2iDNautgNX8NKLPiddATQVM,22502.75,15,,1500.18,2,15
9drQsqjbQEF8hw2po4egYc7he59wNZYPXX874KYKGNAf,7121.44,8,,890.18,2,8
AE8pcuumkmbCrmpwknFij4NDVdVoDc5TihGkwh6TLNSk,3432.55,6,,572.09,2,6
HaaGrFcQK3b7ZudpfVBCgfovNS4jXFWwoW9HjMhcncBb,8444.76,9,,938.31,2,9
HfgWartqeHYNiR6ZkebsevMmG7yjRATkcsAPrnDbLWW1,34727.89,52,,667.84,3,52
E8pE6owAwdcws7PtHXUHZ1tn8YtavpoesGaJFbrTbi4n,7153.22,13,,550.25,2,13
HcDEmro6KSCjALMytUnPj8GxoA2k3yHq2yKpbrKEvkKH,4725.07,4,,1181.27,2,4
A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,14684.7,12,,1223.73,3,12
5zf7uryG7jXMEnKvSM2WmmHcJu3Q2fXBpUjZkE7XC2Xr,25410.0,34,,747.35,4,34
5eDY67xJeXcRsFttibvhwnTvyT9PmqNbg9DT2nz7rCGx,5553.23,11,,504.84,2,11
EATMfnwK3d7w9gvNUj2HksBJuy6JsYtnwNzkaazR2yMi,4631.83,8,,578.98,2,8
EuLQ5sXNPiPPrRkS4GGWJt17Qw6Qn5WBhGBRFoMV2dGT,5999.5,8,,749.94,3,8
9MQrAZX92SQLrM3McjBaFadZSywEb9rDjc8mENoU7q66,37572.18,16,,2348.26,3,16
BjNHB9B7sQg49CKNLJkBVgmfXsCR1G315aYUfAaRvaGH,18931.31,22,,860.51,4,22
EATUuZJw1AmdfWGPZ8NXPBJTcNyhDmCjdBbkdiJB3UGF,3335.4,4,,833.85,2,4
FLWKbQKdbr75SWgCv3VAq74fCRi2nn7nRMB5zVppymNZ,2737.24,4,,684.31,2,4
EqmdQrupu9PanDVtEF8Zmy2eWiCmStAiuJjypGJUagUB,3022.43,4,,755.61,2,4
EbfLyUe48nEdj7UfsAseASB4fcnHMHQGPUfnSYKJpqSF,16494.88,14,,1178.21,2,14
6KrF4QeW5ffhtDQBfy6non6kemJfjk4SpcfFpnRqAN3K,10939.82,16,,683.74,4,16
3cK2JeewALDfRkq1GYr68ijGS2k8C4pMqvDsihG6rYCa,8926.34,12,,743.86,4,12
DSMMszFoe51bNs99kxhZqy9eKFiUH4Gd713wRZshq3bu,27377.11,33,,829.61,8,33
9wR9uLf3LXqa3iSSXprE7Fb9NTA2J5eWL1r4FgMq9st6,10778.63,12,,898.22,2,12
z2SSdVzkXttHjgEF5eRdD4FDj3sAT6dfNvSHHzd2dg1,10262.66,11,,932.97,2,11
9CShMpyUx2RgPpov5Q7av1XKDv7pcVUPWPT37RQ2dfN8,10247.92,12,,853.99,2,12
9XYezj2pjfS19RTKXAh8cnCGuTVHt1b4mAzZsQjC99XG,9825.72,14,,701.84,4,14
EATVALfwgURdqbwkjHAMPzUJcSgDqoGTufeW12u9c5ty,1061.36,2,,530.68,2,2
GbYu9u1Syew5kF54NERfubdCHVTLaAxkhY5f2G3EAscM,1220.67,2,,610.34,2,2
EATL7j8E5bfFNeZVDEQMeQ8dNfYbgoLfBSi81F6ppTRY,1468.35,2,,734.17,2,2
EAThpx49VQ2zyV4vtHXcyeRjXJZT1KXidJ9ck9RFoVeT,1149.55,2,,574.78,2,2
EAT9B5PbGUniaK1j1SdPSu4eizHAJ1CB1nRX1KDTAJE9,1149.51,2,,574.76,2,2
EATk5x1woUW66MyhUrVgZSfmKGAbmfaa7ZZszrq9fPdR,1624.4,2,,812.2,2,2
DzXaFuDDrN69KHtJPBQM3N8jsLQNhiJkHGniNCsEJUAF,1018.01,2,,509.0,2,2
EHyi9efoaRreCVT6YF3wkU8CcN3UAWLKzS4ajJ8jEHEJ,1554.44,3,,518.15,2,3
6uyQigV2tYdBCyr4e3Lm1wU8X7XUtytsWGb44E1H5Vdu,9168.85,4,,2292.21,2,4
5qSeiWHoEup6A4hCwnjbrgZ5crKusdZ8L83A3EJcPEPG,1653.08,2,,826.54,2,2
2Tuj8QNthbSGM87W6bnVqqwA4Z13vr5wcrTxW9vAPSaH,1810.78,3,,603.59,3,3
Y22MPZKyiGCiSRAGyTekS161y2WLqmJdSa3KDEjPxBB,23240.32,14,,1660.02,2,14
HWx9GnwpY9cQB3ah7buSPmsmR8SgWoQa3pdgeUuzMPX9,23318.36,30,,777.28,3,30
7q6RgupLWgHLLeHrYj3vqRud9qdsFGpdSMveQJkBkphx,18289.72,12,,1524.14,2,12
7nwA6FwhG8No2Rx5BCHJxg87jaTnCRD7digBwkp3WZEk,18660.28,16,,1166.27,2,16
HbuRPHj2rssVeBe4fXFLQaqZGEvsvwdfGDNjeAejVPu9,16693.84,30,,556.46,5,30
8iY3JfS3MrVBaE8VfgKKfANcMmKGTdfKsnZFxAKiWdzY,44601.3,18,,2477.85,3,18
67Nwfi9hgwqhxGoovT2JGLU67uxfomLwQAWncjXXzU6U,13432.31,10,,1343.23,2,10
8NJ7Ujpji8uMF2675mqaTSEm2DCbfJA7fiRKtiaqkaLN,47427.69,63,,752.82,11,63
9sFP3qtAWUo9JUSSXW5bVVo7U6xxg8TucFsEB5xzuEg7,25388.38,26,,976.48,5,26
4FGXwvd5dP7Dmhob5SxzTNCXfhMP6ekHxyU9xdXxaP4V,11396.65,18,,633.15,3,18
SS11G9yu4f5TnmsGexvU47DDkkUjPEAsEfZpcVEXQzp,25624.32,38,,674.32,7,38
7mEFzfN3PeqjZjUrBStTkmyisLEgABWU7Ca3nyFpR58P,43333.24,53,,817.61,4,53
899SSjWEoeNrgriTbtaSX3F1n4nRihqMS3EH45CKfKAD,10134.58,10,,1013.46,2,10
Agajx2WUYmMGvTFBqrVH8H5Z7VirFwbstHqceDTHU7Qr,10172.2,13,,782.48,2,13
286CHN57Km41GsAnDv866WKd6YB6HPSjFgF4rGDJTRLf,42984.92,19,,2262.36,3,19
B78VVyYHS7mQaJ9cKr8qR1KRgT4BFa2H9FesnnFGTpxT,13013.42,16,,813.34,2,16
9ZB6x7JAcCpYHy1rYCCcHbgQLKEwFM91zQVc4TezFgYx,14704.06,16,,919.0,2,16
9ycP3TK3VsHJ9SZ9sfBXauBu8EamPefPSrmHUPRPbMb,35599.11,24,,1483.3,2,24
61rPgz5LRyP1Vk6mVLWMM83uDdbhNEHFJvPEdNjFtS7,16067.96,12,,1339.0,2,12
WipN6CSQSoD7A8bLAWqXupqYJ1X1artRRUHQD9ayLSC,12891.58,22,,585.98,4,22
B3ZSJaxg3fmrZJaphu5D1PjzMJH9dKP25AJNjgY3uzTv,26356.39,38,,693.59,2,38
GAzVe4viqrgo64oecjnzxNaK28pUy8SAqVYYp7k2f7nH,7162.17,8,,895.27,3,8
7B1skxzFzCrCL6eprjKmjqTdazHmRZFug42dcD3vfQVe,15678.52,14,,1119.89,2,14
9jnafS92Q4uCFivMVc2C4hwowPg9TNYvdXeVqouqgbFX,30941.43,39,,793.37,6,39
7ZALSEbtsVe6Pts1ZCcUcsPRBbYZ46g4iQ5E2wNaZSUZ,13180.34,16,,823.77,3,16
ChFa4e4WCKr9zUndzFVb9tkDdGFd48rejb4zcASCcp4A,23159.33,20,,1157.97,2,20
2GxaRa9BaCizwYGqniCwVPApRLkQJuSMXpdTqXw6rUYt,15846.34,21,,754.59,2,21
Cmw6ahQZzqu6o9d8JJ4AhojfGsQQ1d7e2jsteHKrGpFA,8910.67,16,,556.92,2,16
B7kRRHRAmUM28mtSbmVEB54S3wXkq3DyrBJvoL24E7LD,11224.03,19,,590.74,3,19
4RQxcfUozzUndCqwjeoLLD8CPGPjscd9JhiA86QH8bNY,22167.37,44,,503.8,6,44
2AMyyeYVnKUci1N97sNqZZSjgaiTzPGKhhUHAGLeUVDA,30375.32,21,,1446.44,2,21
E2Av75z28YHse1rPs8Qdx7BZXBfDMQnjaF948D1gjnCm,36018.44,29,,1242.02,2,29
EPvE4cAz6HEkkumzX8pVn9oDM1bFZUdzGgMJpHkYdrJX,18100.76,18,,1005.6,2,18
A3B1mxS81StYL9kwFvVP18SDpFdftwP3zLTMrPSnbXzo,11631.72,21,,553.89,2,21
9mmRoi1M2uPfScU1o8M1c4LtQ4WfwoACeRXcdXBbkAyj,31737.05,18,,1763.17,2,18
3acAKFs3Lsr7EYdPCuS9x45xgxiAWjqHh7XhMoFfrsou,7184.79,12,,598.73,2,12
Cw2nK9cap8tvkyWZiZceh62k7Us5beNqasw7YgS3Nnhe,10157.66,16,,634.85,3,16
49GrTmrRP3DjNUiYiyU9yQP4Yev6DydxqLjoG8VvgQSG,10762.35,16,,672.65,3,16
AP5GV8YNxbNv7XnV4sNV7Cf1unEn9H4sVzobqU2PMa6F,7462.83,14,,533.06,2,14
YpnnUu1ZPHpAzy4xggEd5pBTbu1aDayXuARsYsavNs9,11896.1,14,,849.72,3,14
HWMiBhFCF4eU8mH9JXY9KYQokz7RPzWWJey6p12RfNYQ,7681.0,10,,768.1,2,10
9xTEyYMMrz7Qw6VgreyHUJyTwmD1ADSGEzFpwiTDGWkW,23423.41,20,,1171.17,2,20
F9Kyt1nRQjnpSULvbsJWLkJkBG5F8AJzgwxmLV298T5R,15834.9,10,,1583.49,2,10
CqJyPLSriXk3dESteQVa3iNAdwLFrAhdqaLAyvcqV4AC,18074.01,26,,695.15,2,26
Grbh4tU4XhnaXyqoPSKPNuCCm3Z9LBQbfGQ65yKw7GAg,30092.32,46,,654.18,5,46
FtbuQgbB2B5faHbbKoeSedg5xQzju4jYVyGiPKnwMKLX,12335.46,20,,616.77,4,20
WR2hnkypr7jtD9KD2MRY85hicY6Hgh5hVZkCAQxMGMz,13973.34,22,,635.15,2,22
Etxoz1AP4nDNH2iGvzV61c5jieVugJuinLtP6WvNruLt,42089.34,54,,779.43,6,54
KKJdZ8qUpiGVEpNcWdxffZMhKxru6vV4GifQwVfYxrT,19155.3,17,,1126.78,3,17
2AqFJzcgSMQ9v7Vwh4yE7Vux8brcrjus1eg4K1zM2zUd,30657.7,42,,729.95,5,42
HDPHVeFVKeAzcSGQWDmLAygwGupHH9qNhrgzZR7pTzao,34900.26,21,,1661.92,2,21
8Nqw2dmRkph4YB3Q1rX8Acyq4E8cfuky8AXRGE4FrRcw,20701.76,29,,713.85,2,29
4zakh3nUX8Sp6rbVRhNYLgBCxcJKL1Usb5dkEoZiDZqk,9087.13,16,,567.95,2,16
9pr32QjYt2qS9Be6WrRonbZz6ZoHGyo11cJvFuFTR5F6,29842.99,22,,1356.5,2,22
CCSyga15RX4FfDuK5drAFQeLdqCNRTwAmgdFYH1FmG1a,9731.91,12,,810.99,3,12
3eEVn5kh4CmhqmVH9bq8U8CjAzFe6YrcGJKwwAkoX1dS,20789.4,10,,2078.94,2,10
Hq9VDz3j9cg6Pu73LMz5BeEk3G1Wnb3fRahucSs64LZR,8216.63,9,,912.96,2,9
B8hSoopXgB4XA2f4Z1YgfKYSkH2HG2uZqqUTMZg3G3kW,13504.42,19,,710.76,2,19
HdixTtCigwFaqaR9Uj5LvCzPg6wRzadqdzi1VAtDvbM1,24912.26,24,,1038.01,2,24
6xX7LudE5AqnTUc8dJJfzuarkSc6WMw7qRHgQXUdWauJ,18765.09,20,,938.25,2,20
Ehc2ya9ycnxTyjQxDzhLZkS4eAyC4XscSbSU72ufYivN,9025.34,15,,601.69,2,15
22vL22PcYcoAVCwYN8iDW9VrFEYq93TCtr7a6avNVyjL,30735.61,43,,714.78,6,43
CyFysbfewVtTp4gb9aSHV3d6bUEhS4PHL2Jh7pTwbFwe,27692.84,15,,1846.19,2,15
BSCrGeCyivq5EdAWJ2TH98wbJfXaakmG6Uh68B6mpEuf,4682.74,6,,780.46,2,6
DXQxCgpmLjhGhrbNkupDFvGVtZS9HXguUp6LRZzBkNaa,16807.28,7,,2401.04,2,7
26mPyEDKKxkStXLrKY279j6MhX63CMvDyyppbyEGYn9u,43731.39,63,,694.15,6,63
4DoaC9X9F3cUacdQ3cAHhcqYckAA1hv4S2e6hJn3hiuM,13958.53,8,,1744.82,2,8
2SnVChLX3usJbgBXgsJA7daNpQ2XnHWuUoD5uk14KSEH,16904.7,19,,889.72,2,19
FgdJxnHRpX3aCy1Jfc37kQfv51cxTwYBeXRgY5DfaqKK,24408.04,18,,1356.0,2,18
GsZo992Aazsz8KJZzQ4VKUtwKAF7jh1J7QSysHcSw1bD,22976.57,30,,765.89,4,30
29xincXgpeQD1Z5CerU91DuY3KAyGqrLTEmfEDKdsJBV,37641.88,43,,875.39,3,43
CBUr5BEKwDjoY1kYt9kpiffFAUYPrwoHuoCSSC2S3479,12809.39,16,,800.59,2,16
F4RynefbtYYRqp1s126nyhABF5Q5rTyDmDwKeoPwBiFe,9456.54,10,,945.65,2,10
2c2HoDs6xX9H94uiGXaxFiYGwbhJwHfVasGdq176zKip,13013.73,20,,650.69,3,20
GWVdEHHrLRvsLGLQjmnKsqyPVSfzPdNsH4XtVkUkRZib,22776.0,16,,1423.5,2,16
3xXN38BJnH5C4CK6ft2qfE7LYcLJQTbCSXjMdNhu3aJT,4975.0,9,,552.78,2,9
CqR2FNg8twEKic6npMXGDKEnCZJAJ3Dj1Sznk1zinbmq,9810.17,18,,545.01,2,18
BmqmFTYFJ84YYPLF6GsvhnNiWQcDpY2QgMecfpXZSJzd,21534.31,22,,978.83,2,22
9SUViuwQQEKDvhXyxdcjiGNKYpbo4jyGuntrdsMbq5TY,9451.08,16,,590.69,2,16
fJdvRD1iioUKfKAFu6qEeiM8pvCdFDuotLJyZ2iY4si,28683.44,23,,1247.11,4,23
DsNPtrEowUChv4RfdJbw33LxpxPW8sj8mBG4v8gJ6U8f,14705.42,10,,1470.54,2,10
3CYd1D2xUsDw3AszzV2ep27AQH6T9BUc7SDH9F651fAu,38892.24,16,,2430.76,3,16
FX1WXvzWXTgb987ffVRwbKQXCZTmXFtM8bUDhSdF4QSC,38661.83,16,,2416.36,4,16
9VtybDwKjNqn9UMyLetT85WVryPvPPAXGkCGndjzMrbq,24179.02,14,,1727.07,2,14
3Pran2FngkhLPbzwgSuhvbg3o519HmHadwGReFzsyryb,16053.38,15,,1070.23,2,15
HNvfDovCe4RRnqP3dx8N96BPDumsYiPCwtgsUabpztPa,3607.46,6,,601.24,2,6
CZv2LiLXZX4eBr7NurRy5bLoaRi9rfdGwMMM2u3nrfVc,19801.4,16,,1237.59,2,16
DoChq9FpJ4whmT7fBAG5wwWMWsYJkC1Aoh6bXfGe9i33,8114.27,11,,737.66,2,11
9sAwBYdrnQ378zbRR1xi571dHARzaUyWYnaLoJMdZeyJ,5680.37,10,,568.04,2,10
6Yj5b8UwxjyNB9u4SzVR142mfRfZHXE6dzbD2KkbkTmH,33680.18,31,,1086.46,6,31
EZ38kTPbds5Nj1hNkhKqKSh6215nguJLuR4oYCHYjUwa,26854.88,25,,1074.2,3,25
G8j1Edpiaq53YYEiV7hp3oAezLjiKW3BSHrPMxh8qotF,4751.34,8,,593.92,2,8
CYe4e24qtLf5M5wwfqAkaRjzzSQqBXQrkmD4yVSCnKn5,4726.83,6,,787.81,2,6
AkTiTUx8oxEPz5yVMHTSnDaDy44H2idqaxwngeprDUcj,9333.77,16,,583.36,2,16
82BKEKa3Z4TCbD1qm7TKCKEdcG4L12UuPhL1r7PPXjhZ,21803.34,10,,2180.33,2,10
4kR19UwRHr4GFPn9KCtAc2GuQ5GDMYhzE36DFWFTpP4R,4602.05,9,,511.34,2,9
FZmWeQTsQ5igFKuHFYFD2yeZMUJESjt9yw6xEnNLXeeU,10549.34,12,,879.11,2,12
4DtTdrC85ipfLwgZo85MZRrtmrJoyFgVf4aQnmiGYxtq,7942.65,7,,1134.66,2,7
E5BE3pFCoJLfUzbceBbsYXFMxXP5nMhzT5mEVhmXWeEV,24654.86,21,,1174.04,2,21
Cp7L9g162BdF5juQoKVna9EYnHHkZXR1D76cpdNXGjfj,41036.07,56,,732.79,8,56
H6ieeWA6BW1Ka5vcdyeD8N3ZaV9rPDBRXw97mw6nnRiL,27460.47,32,,858.14,4,32
DjT3E7UtSrvTFjxHJ8qmBKmipL6od7BUyHQSfWzmgZEB,40229.48,22,,1828.61,2,22
H2JPpkAqRjc23JycGrCeLsXPWjx6RnQTaGDsbdUbD67P,7272.69,10,,727.27,2,10
2iJvKfpLkVnFgZZAA1RSvBJiKgyqryfdfgV6wS1Vk1Ua,3584.37,6,,597.4,2,6
GrJmQ9rAkGjGVH9mVaG9K3qXuntmWKC2rTpWs9oXP4Be,41764.33,52,,803.16,2,52
G161noF4cA6HmZZLV3EiJiF2nfCsukXv9yUQ7xNdxiqH,8883.0,13,,683.31,3,13
BFFsodRCz6zp89UmwxTciV1mWobtHnZ2zhssYrnSJrC7,30695.31,34,,902.8,4,34
6eAE5trWuEMKdJv4S7B3qnLyBuuMYFtFwHhv1G3CazsB,21219.77,36,,589.44,2,36
9Us9B8smuViFrDZgEPbY9Zv9szH5jAhxhUzW3CENdhPd,5577.96,8,,697.25,2,8
56cUUzJRf2i9pjsAADYqVcDkUWZrfSmXPz1rwbyRz7Rc,4103.7,6,,683.95,2,6
2Z7b3LwTxt86je2KPXh7Bwq2avCxhVmx6Vf1BYApzty7,7188.75,9,,798.75,3,9
72Ha3e6cCWkBGuXQ1obCXFPQzJNzxectJLBdmyxQ4JAj,30732.85,13,,2364.07,4,13
BTWd9cxRZSZHDRwCd1iup9d72DavqGAQEB4qyFjdoTab,17759.4,23,,772.15,2,23
3tJ3k4Am1VzSZGGoMYTf1YhSHzQRjetNHbrWmUsbmmPN,27075.31,54,,501.39,2,54
6SEg24fHHVrCX24RbrQ7aFjTfsERzN9uEBD2znxXYoo8,7060.25,6,,1176.71,2,6
GdUPQ41SWhPaAcuNicyaYR5LFcdP4FqkkMnFoDLxT5TR,6382.24,11,,580.2,2,11
5p9q8twTrmZ4FZkxnbCJqdow9SKxCjDBu8FjRjJiC7Va,23464.97,10,,2346.5,4,10
